"ID","AGE","AGECAT","CPLDIFED","DEGREE","EDUC","EMAILHRS","FINRELA","HAPMAR","HAPPY","HRS1","HUSBEDUC","HUSBFT","HUSBHR","INCOMDOL","INCOME","LIFE","MAEDUC","MARITAL","NDEGREE","NETCAT","NETHRS","PAEDUC","PARTYID","POSTLIFE","PRES96","PRTDIFED","RICHWORK","RINCDOL","RINCOME","SATJOB","SEX","SIBS","SPDEG","SPEDUC","SPHRS1","SPWRKSTA","SRCHENG2","TVHOURS","USECOMP","USEMAIL","USENET","USEWEB","VOTE96","WEBHRS","WIFEDUC","WIFEFT","WIFEHR","WRKSTAT","ZODIAC"
"55",102,45,"40-49",0,"Bachelor",16,1,"ABOVE AVERAGE","PRETTY HAPPY","PRETTY HAPPY",45,16,"Yes",45,100000,22,"EXCITING",12,"MARRIED","junior college or more","4+ to 10 hours",6,NA,"NOT STR REPUBLICAN",NA,"DOLE",NA,"CONTINUE WORKING",67500,20,"MOD. SATISFIED","Male",3,"BACHELOR",16,60,"WORKING FULLTIME","EXCITE",NA,"Yes","Yes","Yes","Yes","VOTED",5,16,"Yes",60,"WORKING FULLTIME","VIRGO"
"56",104,50,"50-59",0,"Bachelor",16,0,"AVERAGE","VERY HAPPY","VERY HAPPY",40,16,"Yes",40,45000,18,"ROUTINE",10,"MARRIED","junior college or more","4+ to 10 hours",5,NA,"NOT STR DEMOCRAT",NA,NA,NA,"CONTINUE WORKING",45000,18,"MOD. SATISFIED","Male",5,"BACHELOR",16,NA,"KEEPING HOUSE","AOL",NA,"Yes","No","Yes","Yes","INELIGIBLE",5,16,"No",NA,"WORKING FULLTIME",NA
"57",107,56,"50-59",NA,"Bachelor",16,NA,"ABOVE AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,NA,24,NA,12,"DIVORCED","junior college or more","Not Internet user",NA,14,"NOT STR DEMOCRAT","NO","CLINTON",2,NA,NA,24,"VERY SATISFIED","Male",2,NA,NA,NA,NA,NA,3,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","SAGITTARIUS"
"58",108,47,"40-49",NA,"Bachelor",16,3,"ABOVE AVERAGE",NA,"VERY HAPPY",50,NA,NA,NA,67500,20,NA,14,"DIVORCED","junior college or more","4+ to 10 hours",6,14,"STRONG DEMOCRAT","YES","CLINTON",0,NA,67500,20,"VERY SATISFIED","Female",2,NA,NA,NA,NA,NA,1,"Yes","Yes","Yes","Yes","VOTED",3,NA,NA,NA,"WORKING FULLTIME","LEO"
"59",110,29,"18-29",NA,"High school",15,40,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,NA,24,"ROUTINE",12,"NEVER MARRIED","high school","More than 10",50,16,"IND,NEAR DEM","YES",NA,4,"CONTINUE WORKING",13750,10,"VERY SATISFIED","Female",1,NA,NA,NA,NA,"ALTAVISTA",3,"Yes","Yes","Yes","Yes","DID NOT VOTE",10,NA,NA,NA,"WORKING FULLTIME","CANCER"
"60",112,52,"50-59",0,"High school",12,0.166666666666667,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",40,12,"Yes",40,NA,24,"ROUTINE",NA,"MARRIED","high school",NA,NA,NA,"STRONG DEMOCRAT",NA,"CLINTON",NA,"STOP WORKING",NA,24,"MOD. SATISFIED","Male",5,"HIGH SCHOOL",12,40,"WORKING FULLTIME",NA,2,"Yes","Yes","Yes","No","VOTED",-2,12,"Yes",40,"WORKING FULLTIME","SCORPIO"
"61",113,39,"30-39",NA,"Bachelor",16,0.666666666666667,"AVERAGE",NA,"PRETTY HAPPY",45,NA,NA,NA,37500,17,"EXCITING",12,"SEPARATED","junior college or more","1+ to  4 hours",1.66666666666667,NA,"NOT STR DEMOCRAT","YES","CLINTON",NA,"CONTINUE WORKING",NA,24,"VERY SATISFIED","Male",3,NA,NA,NA,NA,"YAHOO",1,"Yes","Yes","Yes","Yes","VOTED",1,NA,NA,NA,"WORKING FULLTIME","ARIES"
"62",114,30,"30-39",0,"Bachelor",16,0,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",45,16,"Yes",40,67500,20,NA,10,"MARRIED","junior college or more","One hour or less",0.5,NA,"NOT STR DEMOCRAT","NO","CLINTON",NA,NA,37500,17,"VERY SATISFIED","Female",1,"BACHELOR",16,40,"WORKING FULLTIME",NA,1,"Yes","No","Yes","Yes","VOTED",0.5,16,"Yes",45,"WORKING FULLTIME","SAGITTARIUS"
"63",115,48,"40-49",NA,"High school",9,NA,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,67500,20,NA,12,"NEVER MARRIED","high school","Not Internet user",NA,NA,"INDEPENDENT","NO",NA,NA,NA,67500,20,"VERY SATISFIED","Female",2,NA,NA,NA,NA,NA,2,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","VIRGO"
"64",116,62,"60-89",NA,"High school",13,NA,NA,NA,"PRETTY HAPPY",40,NA,NA,NA,27500,15,"ROUTINE",12,"DIVORCED","high school",NA,NA,NA,"STRONG DEMOCRAT","YES","CLINTON",NA,"STOP WORKING",27500,15,"A LITTLE DISSAT","Female",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"65",117,57,"50-59",NA,"High school",12,0.5,"AVERAGE",NA,"PRETTY HAPPY",49,NA,NA,NA,45000,18,NA,12,"DIVORCED","high school",NA,NA,NA,"IND,NEAR REP","YES","PEROT",NA,NA,32500,16,"VERY SATISFIED","Female",3,NA,NA,NA,NA,NA,3,"Yes","Yes","Yes","No","VOTED",-2,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"66",124,40,"40-49",NA,"Junior college",13,NA,"AVERAGE",NA,"PRETTY HAPPY",50,NA,NA,NA,37500,17,"EXCITING",11,"DIVORCED","junior college or more",NA,NA,12,"IND,NEAR REP","NO","PEROT",1,"CONTINUE WORKING",NA,NA,"VERY SATISFIED","Male",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","SAGITTARIUS"
"67",126,37,"30-39",NA,"High school",12,NA,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,23750,14,"ROUTINE",12,"DIVORCED","high school","Not Internet user",NA,8,"INDEPENDENT","NO",NA,-4,"CONTINUE WORKING",23750,14,"MOD. SATISFIED","Female",5,NA,NA,NA,NA,NA,3,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"68",128,28,"18-29",-1,"Less than HS",10,NA,"FAR BELOW AVERAGE","VERY HAPPY","VERY HAPPY",45,10,"Yes",45,NA,24,NA,NA,"MARRIED","Lt than high school","Not Internet user",NA,NA,"INDEPENDENT","YES",NA,NA,NA,NA,24,"MOD. SATISFIED","Male",3,"LT HIGH SCHOOL",11,40,"WORKING FULLTIME",NA,8,"No","No","No","No","VOTED",-1,11,"Yes",40,"WORKING FULLTIME","ARIES"
"69",132,30,"30-39",1,"High school",15,NA,"BELOW AVERAGE","PRETTY HAPPY","VERY HAPPY",55,15,"Yes",55,27500,15,"EXCITING",12,"MARRIED","high school","Not Internet user",NA,NA,"IND,NEAR DEM",NA,NA,NA,"CONTINUE WORKING",11250,9,"VERY SATISFIED","Male",12,"HIGH SCHOOL",14,40,"WORKING FULLTIME",NA,NA,"No","No","No","No","DID NOT VOTE",-1,14,"Yes",40,"WORKING FULLTIME","AQUARIUS"
"70",133,32,"30-39",-1,"Graduate",19,0.5,"BELOW AVERAGE","VERY HAPPY","PRETTY HAPPY",45,19,"Yes",45,32500,16,"EXCITING",NA,"MARRIED","junior college or more","1+ to  4 hours",1.5,19,"IND,NEAR DEM","NO",NA,NA,"CONTINUE WORKING",9000,8,"MOD. SATISFIED","Male",1,"GRADUATE",20,50,"WORKING FULLTIME","EXCITE",1,"Yes","Yes","Yes","Yes","VOTED",1,20,"Yes",50,"WORKING FULLTIME","PISCES"
"71",134,50,"50-59",NA,"High school",14,20,"AVERAGE",NA,"NOT TOO HAPPY",32,NA,NA,NA,13750,10,"EXCITING",12,"DIVORCED","high school",NA,NA,NA,"IND,NEAR DEM","YES",NA,NA,"STOP WORKING",13750,10,"A LITTLE DISSAT","Female",10,NA,NA,NA,NA,NA,2,"Yes","Yes","Yes","No","DID NOT VOTE",-2,NA,NA,NA,"WORKING FULLTIME","VIRGO"
"72",136,31,"30-39",NA,"Bachelor",16,3,"AVERAGE",NA,NA,40,NA,NA,NA,23750,14,NA,12,"NEVER MARRIED","junior college or more","4+ to 10 hours",8,6,"IND,NEAR REP","YES","PEROT",-6,NA,23750,14,"VERY SATISFIED","Female",4,NA,NA,NA,NA,"LYCOS",1,"Yes","Yes","Yes","Yes","VOTED",5,NA,NA,NA,"WORKING FULLTIME","SAGITTARIUS"
"73",146,32,"30-39",NA,"Junior college",14,NA,"BELOW AVERAGE",NA,"PRETTY HAPPY",46,NA,NA,NA,27500,15,"DULL",12,"NEVER MARRIED","junior college or more","Not Internet user",NA,NA,"STRONG DEMOCRAT",NA,"CLINTON",NA,"CONTINUE WORKING",18750,12,"VERY SATISFIED","Female",0,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","CANCER"
"74",147,58,"50-59",NA,"High school",12,0,"BELOW AVERAGE",NA,"NOT TOO HAPPY",40,NA,NA,NA,2000,2,"EXCITING",12,"NEVER MARRIED","high school","4+ to 10 hours",5,12,"NOT STR DEMOCRAT",NA,"CLINTON",0,"CONTINUE WORKING",2000,2,"VERY SATISFIED","Female",3,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","VOTED",5,NA,NA,NA,"WORKING FULLTIME","LEO"
"75",148,29,"18-29",NA,"High school",12,NA,"BELOW AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,9000,8,"ROUTINE",7,"NEVER MARRIED","high school","Not Internet user",NA,12,"IND,NEAR REP","YES",NA,5,"CONTINUE WORKING",9000,8,"VERY SATISFIED","Female",1,NA,NA,NA,NA,NA,2,"Yes","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","PISCES"
"76",149,39,"30-39",NA,"Bachelor",16,NA,"AVERAGE",NA,"PRETTY HAPPY",48,NA,NA,NA,55000,19,"EXCITING",12,"NEVER MARRIED","junior college or more",NA,NA,NA,"STRONG DEMOCRAT","YES","CLINTON",NA,"CONTINUE WORKING",55000,19,"VERY SATISFIED","Female",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","CAPRICORN"
"77",151,40,"40-49",NA,"High school",14,1,"AVERAGE",NA,NA,50,NA,NA,NA,27500,15,NA,6,"NEVER MARRIED","high school",NA,NA,NA,"INDEPENDENT","YES",NA,NA,NA,27500,15,"VERY SATISFIED","Female",3,NA,NA,NA,NA,NA,1,"Yes","Yes","Yes","No","DID NOT VOTE",-2,NA,NA,NA,"WORKING FULLTIME","LEO"
"78",153,52,"50-59",-2,"High school",14,3,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",35,14,"Yes",35,NA,24,"EXCITING",12,"MARRIED","high school","4+ to 10 hours",8,9,"NOT STR REPUBLICAN","YES","DOLE",-3,"CONTINUE WORKING",NA,24,"MOD. SATISFIED","Male",2,"BACHELOR",16,50,"WORKING FULLTIME","YAHOO",1,"Yes","Yes","Yes","Yes","VOTED",5,16,"Yes",50,"WORKING FULLTIME","AQUARIUS"
"79",154,41,"40-49",2,"High school",12,NA,"AVERAGE","NOT TOO HAPPY","VERY HAPPY",40,14,"Yes",60,110000,23,"EXCITING",NA,"MARRIED","high school",NA,NA,NA,"STRONG REPUBLICAN","YES",NA,NA,"CONTINUE WORKING",23750,14,"VERY SATISFIED","Female",6,"JUNIOR COLLEGE",14,60,"WORKING FULLTIME",NA,NA,NA,NA,NA,NA,"DID NOT VOTE",-1,12,"Yes",40,"WORKING FULLTIME","CANCER"
"80",155,48,"40-49",NA,"High school",13,0.0833333333333333,NA,NA,"VERY HAPPY",40,NA,NA,NA,67500,20,NA,12,"SEPARATED","high school","1+ to  4 hours",1.08333333333333,12,"NOT STR DEMOCRAT",NA,"CLINTON",0,NA,55000,19,"MOD. SATISFIED","Female",2,NA,NA,NA,NA,NA,3,"Yes","Yes","Yes","Yes","VOTED",1,NA,NA,NA,"WORKING FULLTIME","PISCES"
"81",156,33,"30-39",NA,"Less than HS",14,1,"ABOVE AVERAGE",NA,"PRETTY HAPPY",42,NA,NA,NA,55000,19,"EXCITING",14,"NEVER MARRIED","Lt than high school","More than 10",11,NA,"INDEPENDENT","NO",NA,NA,"STOP WORKING",23750,14,"VERY SATISFIED","Male",0,NA,NA,NA,NA,"WEBCRAWLER",4,"Yes","Yes","Yes","Yes","DID NOT VOTE",10,NA,NA,NA,"WORKING FULLTIME","GEMINI"
"82",158,41,"40-49",NA,"High school",12,NA,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,100000,22,"ROUTINE",10,"WIDOWED","high school",NA,NA,NA,"IND,NEAR DEM",NA,NA,NA,"STOP WORKING",67500,20,"MOD. SATISFIED","Male",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","ARIES"
"83",159,58,"50-59",0,"Graduate",20,1,"FAR ABOVE AVERAGE","VERY HAPPY","VERY HAPPY",40,20,"Yes",40,110000,23,NA,10,"MARRIED","junior college or more","1+ to  4 hours",2,14,"NOT STR REPUBLICAN","YES","PEROT",4,NA,110000,23,"VERY SATISFIED","Male",3,"GRADUATE",20,40,"WORKING FULLTIME","YAHOO",2,"Yes","Yes","Yes","Yes","VOTED",1,20,"Yes",40,"WORKING FULLTIME","SCORPIO"
"84",160,48,"40-49",-4,"Bachelor",16,NA,"ABOVE AVERAGE","VERY HAPPY","PRETTY HAPPY",40,12,"Yes",60,110000,23,NA,12,"MARRIED","junior college or more","Not Internet user",NA,15,"IND,NEAR DEM","YES","CLINTON",3,NA,37500,17,"VERY SATISFIED","Female",2,"HIGH SCHOOL",12,60,"WORKING FULLTIME",NA,1,"No","No","No","No","VOTED",-1,16,"Yes",40,"WORKING FULLTIME","VIRGO"
"85",162,43,"40-49",1,"High school",12,NA,"AVERAGE","VERY HAPPY","VERY HAPPY",40,13,"No",NA,37500,17,"ROUTINE",12,"MARRIED","high school",NA,NA,12,"INDEPENDENT","NO","CLINTON",0,"CONTINUE WORKING",18750,12,"MOD. SATISFIED","Female",5,"HIGH SCHOOL",13,NA,"RETIRED",NA,NA,NA,NA,NA,NA,"VOTED",-1,12,"Yes",40,"WORKING FULLTIME","SCORPIO"
"86",164,48,"40-49",NA,"Bachelor",16,0.0833333333333333,"FAR ABOVE AVERAGE",NA,"VERY HAPPY",40,NA,NA,NA,82500,21,"EXCITING",12,"NEVER MARRIED","junior college or more","One hour or less",0.583333333333333,11,"INDEPENDENT",NA,NA,-1,"STOP WORKING",82500,21,"VERY DISSATISFIED","Male",1,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","DID NOT VOTE",0.5,NA,NA,NA,"WORKING FULLTIME","SCORPIO"
"87",166,48,"40-49",NA,"Bachelor",16,NA,"ABOVE AVERAGE",NA,"PRETTY HAPPY",38,NA,NA,NA,55000,19,NA,12,"DIVORCED","junior college or more","Not Internet user",NA,13,"INDEPENDENT","YES","OTHER (SPECIFY)",1,NA,45000,18,"MOD. SATISFIED","Male",2,NA,NA,NA,NA,NA,4,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","AQUARIUS"
"88",169,42,"40-49",-2,"Less than HS",10,NA,"AVERAGE","VERY HAPPY","PRETTY HAPPY",40,10,"Yes",40,45000,18,"ROUTINE",NA,"MARRIED","Lt than high school",NA,NA,9,"NOT STR REPUBLICAN","YES","PEROT",NA,"CONTINUE WORKING",37500,17,"MOD. SATISFIED","Male",1,"HIGH SCHOOL",12,37,"WORKING FULLTIME",NA,2,"Yes",NA,NA,NA,"VOTED",-1,12,"Yes",37,"WORKING FULLTIME","CAPRICORN"
"89",170,36,"30-39",-2,"High school",14,10,"AVERAGE","VERY HAPPY","VERY HAPPY",50,12,"Yes",50,NA,24,NA,17,"MARRIED","high school","More than 10",10.5,12,"NOT STR DEMOCRAT","YES","PEROT",-5,NA,NA,24,"VERY SATISFIED","Female",6,"HIGH SCHOOL",12,50,"WORKING FULLTIME",NA,1,"Yes","Yes","Yes","Yes","VOTED",0.5,14,"Yes",50,"WORKING FULLTIME","ARIES"
"90",171,30,"30-39",NA,"High school",12,0.5,"AVERAGE",NA,"PRETTY HAPPY",45,NA,NA,NA,37500,17,"ROUTINE",12,"NEVER MARRIED","high school","1+ to  4 hours",1.5,12,"INDEPENDENT","YES",NA,0,"CONTINUE WORKING",37500,17,"MOD. SATISFIED","Male",2,NA,NA,NA,NA,NA,2,"No","Yes","Yes","Yes","DID NOT VOTE",1,NA,NA,NA,"WORKING FULLTIME","PISCES"
"91",173,36,"30-39",2,"High school",14,2,"ABOVE AVERAGE","VERY HAPPY","PRETTY HAPPY",40,14,"Yes",40,55000,19,NA,12,"MARRIED","high school","1+ to  4 hours",2.5,16,"STRONG REPUBLICAN","YES","DOLE",4,NA,45000,18,"VERY SATISFIED","Male",2,"HIGH SCHOOL",12,18,"WORKING PARTTIME",NA,5,"Yes","Yes","Yes","Yes","VOTED",0.5,12,"No",18,"WORKING FULLTIME","GEMINI"
"92",175,58,"50-59",-4,"Bachelor",16,NA,"ABOVE AVERAGE","VERY HAPPY","VERY HAPPY",40,12,"Yes",40,100000,22,"EXCITING",9,"MARRIED","junior college or more",NA,NA,NA,"IND,NEAR REP",NA,"DOLE",NA,"STOP WORKING",67500,20,"VERY SATISFIED","Female",0,"HIGH SCHOOL",12,40,"WORKING FULLTIME",NA,NA,NA,NA,NA,NA,"VOTED",-1,16,"Yes",40,"WORKING FULLTIME","GEMINI"
"93",177,55,"50-59",-2,"High school",12,NA,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",40,10,"Yes",40,55000,19,"ROUTINE",11,"MARRIED","high school",NA,NA,6,"NOT STR DEMOCRAT","NO",NA,-5,"STOP WORKING",55000,19,"MOD. SATISFIED","Female",5,"LT HIGH SCHOOL",10,40,"WORKING FULLTIME",NA,NA,NA,NA,NA,NA,"DID NOT VOTE",-1,12,"Yes",40,"WORKING FULLTIME","SAGITTARIUS"
"94",179,31,"30-39",4,"Junior college",14,1,"AVERAGE","VERY HAPPY","VERY HAPPY",40,18,"Yes",40,NA,24,"ROUTINE",12,"MARRIED","junior college or more","4+ to 10 hours",8,12,"STRONG REPUBLICAN","YES","DOLE",0,"STOP WORKING",NA,24,"MOD. SATISFIED","Female",1,"BACHELOR",18,40,"WORKING FULLTIME","YAHOO",2,"Yes","Yes","Yes","Yes","VOTED",7,14,"Yes",40,"WORKING FULLTIME","GEMINI"
"95",183,48,"40-49",NA,"Bachelor",16,7,"AVERAGE",NA,"VERY HAPPY",49,NA,NA,NA,82500,21,NA,12,"WIDOWED","junior college or more","More than 10",12,12,"NOT STR REPUBLICAN","YES","DOLE",0,NA,82500,21,"MOD. SATISFIED","Male",11,NA,NA,NA,NA,"YAHOO",1,"Yes","Yes","Yes","Yes","VOTED",5,NA,NA,NA,"WORKING FULLTIME","AQUARIUS"
"96",184,50,"50-59",NA,NA,NA,NA,"ABOVE AVERAGE","VERY HAPPY","PRETTY HAPPY",45,NA,"Yes",45,NA,NA,NA,NA,"MARRIED",NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,"MOD. SATISFIED","Male",2,NA,NA,45,"WORKING FULLTIME",NA,2,NA,NA,NA,NA,NA,-1,NA,"Yes",45,"WORKING FULLTIME",NA
"97",185,50,"50-59",NA,"Graduate",NA,1,"ABOVE AVERAGE","VERY HAPPY","VERY HAPPY",40,NA,"Yes",40,110000,23,"ROUTINE",12,"MARRIED","junior college or more","More than 10",11,NA,"NOT STR DEMOCRAT","NO","CLINTON",NA,"CONTINUE WORKING",100000,22,"MOD. SATISFIED","Male",2,NA,NA,40,"WORKING FULLTIME","YAHOO",2,"Yes","Yes","Yes","Yes","VOTED",10,NA,"Yes",40,"WORKING FULLTIME","LEO"
"98",186,51,"50-59",0,"Graduate",20,24,"AVERAGE","VERY HAPPY","VERY HAPPY",40,20,"Yes",40,110000,23,"EXCITING",NA,"MARRIED","junior college or more","More than 10",47,NA,"STRONG DEMOCRAT","NO",NA,NA,"CONTINUE WORKING",82500,21,"VERY SATISFIED","Male",1,"GRADUATE",20,40,"WORKING FULLTIME","YAHOO",2,"Yes","Yes","Yes","Yes","DID NOT VOTE",23,20,"Yes",40,"WORKING FULLTIME","GEMINI"
"99",187,48,"40-49",NA,"Graduate",19,NA,"ABOVE AVERAGE",NA,"PRETTY HAPPY",48,NA,NA,NA,67500,20,"ROUTINE",14,"DIVORCED","junior college or more",NA,NA,8,"STRONG DEMOCRAT","NO",NA,-6,"CONTINUE WORKING",67500,20,"MOD. SATISFIED","Female",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","PISCES"
"100",188,45,"40-49",NA,"Graduate",NA,3,"ABOVE AVERAGE","PRETTY HAPPY","PRETTY HAPPY",60,12,"Yes",40,110000,23,NA,10,"MARRIED","junior college or more","More than 10",13,NA,"NOT STR DEMOCRAT","YES",NA,NA,NA,NA,NA,"VERY SATISFIED","Female",6,"HIGH SCHOOL",12,40,"WORKING FULLTIME","YAHOO",NA,"Yes","Yes","Yes","Yes","DID NOT VOTE",10,NA,"Yes",60,"WORKING FULLTIME","CANCER"
"101",189,39,"30-39",4,"Bachelor",16,10,"ABOVE AVERAGE","VERY HAPPY","VERY HAPPY",70,16,"Yes",70,2000,2,NA,16,"MARRIED","junior college or more","More than 10",11,16,"NOT STR DEMOCRAT","NO","CLINTON",0,NA,500,1,"MOD. SATISFIED","Male",1,"HIGH SCHOOL",12,32,"WORKING PARTTIME","YAHOO",NA,"Yes","Yes","Yes","Yes","VOTED",1,12,"No",32,"WORKING FULLTIME","VIRGO"
"102",190,38,"30-39",NA,"Graduate",19,10,"ABOVE AVERAGE",NA,NA,60,NA,NA,NA,110000,23,NA,17,"NEVER MARRIED","junior college or more","More than 10",15,18,"NOT STR DEMOCRAT","YES","CLINTON",1,NA,82500,21,"MOD. SATISFIED","Male",3,NA,NA,NA,NA,"EXCITE",1,"Yes","Yes","Yes","Yes","VOTED",5,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"103",191,40,"40-49",NA,"Bachelor",17,2,"BELOW AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,45000,18,"ROUTINE",20,"NEVER MARRIED","junior college or more","1+ to  4 hours",3,NA,"STRONG DEMOCRAT",NA,"CLINTON",NA,"CONTINUE WORKING",45000,18,"MOD. SATISFIED","Male",0,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","VOTED",1,NA,NA,NA,"WORKING FULLTIME","GEMINI"
"104",194,67,"60-89",NA,"Graduate",20,15,"AVERAGE",NA,"PRETTY HAPPY",37,NA,NA,NA,55000,19,NA,13,"NEVER MARRIED","junior college or more","More than 10",22,12,"STRONG DEMOCRAT","YES","CLINTON",-1,NA,55000,19,"MOD. SATISFIED","Male",1,NA,NA,NA,NA,"YAHOO",1,"Yes","Yes","Yes","Yes","VOTED",7,NA,NA,NA,"WORKING FULLTIME","ARIES"
"105",195,43,"40-49",NA,"High school",13,NA,"AVERAGE",NA,NA,40,NA,NA,NA,45000,18,NA,16,"NEVER MARRIED","high school",NA,NA,16,"STRONG DEMOCRAT","NO","CLINTON",0,NA,45000,18,"VERY SATISFIED","Female",2,NA,NA,NA,NA,NA,3,"Yes",NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","SCORPIO"
"106",196,56,"50-59",-4,"Bachelor",16,0.05,"ABOVE AVERAGE","PRETTY HAPPY","PRETTY HAPPY",40,16,"Yes",40,NA,24,"EXCITING",16,"MARRIED","junior college or more","1+ to  4 hours",2.05,16,"NOT STR DEMOCRAT","NO","CLINTON",0,"STOP WORKING",NA,24,"VERY SATISFIED","Male",1,"GRADUATE",20,45,"WORKING FULLTIME",NA,1,"Yes","Yes","Yes","Yes","VOTED",2,20,"Yes",45,"WORKING FULLTIME","SCORPIO"
"107",204,40,"40-49",-2,"Bachelor",16,NA,"BELOW AVERAGE","VERY HAPPY","VERY HAPPY",35,14,"Yes",40,100000,22,"ROUTINE",12,"MARRIED","junior college or more","Not Internet user",NA,12,"NOT STR REPUBLICAN",NA,NA,0,"CONTINUE WORKING",11250,9,"VERY SATISFIED","Female",5,"HIGH SCHOOL",14,40,"WORKING FULLTIME",NA,NA,"No","No","No","No","DID NOT VOTE",-1,16,"Yes",35,"WORKING FULLTIME","CANCER"
"108",206,30,"30-39",NA,"Graduate",19,30,"FAR ABOVE AVERAGE",NA,NA,60,NA,NA,NA,110000,23,NA,16,"SEPARATED","junior college or more","More than 10",60,NA,"STRONG DEMOCRAT","YES","CLINTON",NA,NA,110000,23,"MOD. SATISFIED","Male",1,NA,NA,NA,NA,"YAHOO",1,"Yes","Yes","Yes","Yes","VOTED",30,NA,NA,NA,"WORKING FULLTIME","CAPRICORN"
"109",207,45,"40-49",NA,"High school",12,NA,"ABOVE AVERAGE",NA,"PRETTY HAPPY",45,NA,NA,NA,110000,23,"EXCITING",12,"DIVORCED","high school",NA,NA,12,"INDEPENDENT","YES",NA,0,"CONTINUE WORKING",67500,20,"VERY SATISFIED","Male",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"110",209,53,"50-59",NA,"High school",14,10,"FAR ABOVE AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,82500,21,"EXCITING",3,"NEVER MARRIED","high school","More than 10",14,3,"NOT STR DEMOCRAT","YES","CLINTON",0,"STOP WORKING",55000,19,"VERY SATISFIED","Female",4,NA,NA,NA,NA,"YAHOO",3,"Yes","Yes","Yes","Yes","VOTED",4,NA,NA,NA,"WORKING FULLTIME","VIRGO"
"111",213,41,"40-49",0,"High school",12,20,"AVERAGE","PRETTY HAPPY","VERY HAPPY",40,12,"Yes",40,82500,21,"ROUTINE",11,"MARRIED","high school","More than 10",50,NA,"NOT STR DEMOCRAT","YES","PEROT",NA,"CONTINUE WORKING",55000,19,"MOD. SATISFIED","Male",2,"HIGH SCHOOL",12,40,"WORKING FULLTIME",NA,5,"Yes","Yes","Yes","Yes","VOTED",30,12,"Yes",40,"WORKING FULLTIME","TAURUS"
"112",215,20,"18-29",NA,"Less than HS",9,NA,"AVERAGE",NA,"PRETTY HAPPY",47,NA,NA,NA,32500,16,"ROUTINE",12,"NEVER MARRIED","Lt than high school","Not Internet user",NA,NA,"INDEPENDENT",NA,NA,NA,"STOP WORKING",2000,2,"VERY SATISFIED","Male",1,NA,NA,NA,NA,NA,NA,"No","No","No","No","INELIGIBLE",-1,NA,NA,NA,"WORKING FULLTIME","ARIES"
"113",216,26,"18-29",NA,"High school",12,NA,"FAR BELOW AVERAGE",NA,"NOT TOO HAPPY",40,NA,NA,NA,9000,8,"DULL",12,"NEVER MARRIED","high school",NA,NA,NA,"IND,NEAR DEM","YES",NA,NA,"CONTINUE WORKING",9000,8,"MOD. SATISFIED","Female",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,"WORKING FULLTIME","CAPRICORN"
